model,variant,horizon,period,eligible_universe,n_rebalances,total_return,annualized_return,annualized_vol,sharpe,sortino,max_drawdown,calmar,hit_rate,avg_turnover,total_cost,btc_total_return,excess_return,beta,beta_attributed_return,dispersion_alpha,alpha,information_ratio,correlation,up_capture,down_capture,drawdown_vs_btc,fold,regime,n_regime_dates,is_sufficient_sample,is_synthetic,train_start,train_end,validation_start,validation_end,purge_days,weight_fundamentals,weight_momentum,weight_flows,weight_factor_improvement
heuristic,sticky_l_s,14,fold_1,eligible_base,92,-0.7522730339112833,-0.9921776777888744,0.5569753489978854,-0.38686711411196223,-0.39567151645905396,-0.9736011567720794,-1.019080216665297,0.6304347826086957,0.42608695652173917,0.196,19.00968118364375,-19.761954217555033,-0.08835995076209813,-1.679694493389945,0.9274214594786616,2947.5078308996403,-1.5155971860924544,-0.0810821114022874,-0.27143663061614787,-0.37792229937332295,-0.39002431064501086,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,sticky_l_s,14,fold_1,eligible_base,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,always_l_s,14,fold_1,eligible_sensitivity,92,-0.8963034058584003,-0.9996210255753027,0.6255158196425237,-0.626465677525214,-0.5895170926756582,-0.9882240435985432,-1.0115327916281598,0.6521739130434783,0.5413043478260869,0.24900000000000003,19.00968118364375,-19.90598458950215,-0.03520113878067271,-0.6691624255217863,-0.227140980336614,1173.6338764080783,-1.6694826749670844,-0.028762323996551157,-0.30085741954525563,-0.09922200818465375,-0.4046471974714747,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,always_l_s,14,fold_1,eligible_sensitivity,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,sticky_l_s,14,fold_1,eligible_sensitivity,92,-0.8583583934989927,-0.9988795881449893,0.5850682424205488,-0.5855386923840563,-0.5696395896669111,-0.9805446640447263,-1.0186987138603476,0.6739130434782609,0.41086956521739143,0.18900000000000006,19.00968118364375,-19.868039577142742,-0.08548013040016927,-1.624950026443512,0.7665916329445193,2851.4038554098724,-1.6369025988402919,-0.07467310483497516,-0.3163136101994226,-0.24931778853608322,-0.3969678179176578,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,sticky_l_s,14,fold_1,eligible_sensitivity,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,always_l_s,14,fold_1,eligible_base,92,-0.8382098736316844,-0.9982210385968104,0.5958122201706333,-0.5273215581329468,-0.6676643708417594,-0.9851833382474291,-1.0132337808032508,0.6304347826086957,0.47173913043478266,0.21700000000000003,19.00968118364375,-19.847891057275433,-0.12881327367202855,-2.448699264726714,1.6104893910950295,4297.396416476074,-1.5599641733246743,-0.11049859847007072,-0.37950570544389745,-0.5013987287791861,-0.4016064921203606,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,always_l_s,14,fold_1,eligible_base,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,sticky_l_s,14,fold_1,eligible_base,92,-0.9086907059468351,-0.9997564702117984,0.641356324546616,-0.6710386823272607,-0.7174742614729865,-0.9936343051545591,-1.00616138656393,0.6413043478260869,0.29130434782608694,0.134,19.00968118364375,-19.918371889590585,-0.1633415346152201,-3.1050704970824436,2.1963797911356084,5449.574989895694,-1.6148068150758332,-0.13016757323069328,-0.4923242257852028,-0.6028480776542189,-0.4100574590274906,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,sticky_l_s,14,fold_1,eligible_base,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,long_only,14,fold_1,eligible_base,92,5.377224490420892,625.6904413290753,0.7444255663353282,1.0621955471124462,2.3481565234203976,-0.9655036902457846,648.0456239062075,0.5652173913043478,0.36304347826086947,0.16700000000000004,19.00968118364375,-13.632456693222856,1.004555052395488,19.09627127745677,-13.719046787035875,-32895.49823134628,-0.35417485294576834,0.6896964978090181,1.1692840135989973,1.9151960501162943,-0.38192684411871614,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,long_only,14,fold_1,eligible_base,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,short_only,14,fold_1,eligible_base,92,-1.0000000960996118,,1.711772274995633,-0.829020775156394,-1.1297371402708198,-1.0000100204045483,,0.5652173913043478,0.5804347826086956,0.267,19.00968118364375,-20.00968127974336,-1.2621815997395454,-23.9936698069102,22.99366971081059,,-1.221337771317749,-0.3768611899868567,-1.9282954244867916,-2.9179935076746664,-0.41643317427747983,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,short_only,14,fold_1,eligible_base,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,regime_switch,14,fold_1,eligible_base,92,5.377224490420892,625.6904413290753,0.7444255663353282,1.0621955471124462,2.3481565234203976,-0.9655036902457846,648.0456239062075,0.5652173913043478,0.36304347826086947,0.16700000000000004,19.00968118364375,-13.632456693222856,1.004555052395488,19.09627127745677,-13.719046787035875,-32895.49823134628,-0.35417485294576834,0.6896964978090181,1.1692840135989973,1.9151960501162943,-0.38192684411871614,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,regime_switch,14,fold_1,eligible_base,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,always_l_s,14,fold_1,eligible_sensitivity,92,-0.9439077369430962,-0.999955233989523,0.6333178769510035,-0.9005537779301258,-1.019114109948448,-0.9937876696375153,-1.0062061188123388,0.6195652173913043,0.44565217391304346,0.20500000000000002,19.00968118364375,-19.953588920586846,-0.06648475202335018,-1.2638539395375006,0.3199462025944044,2217.542384597227,-1.850740221654971,-0.05365446446443103,-0.4917343235405223,-0.30869020578359124,-0.4102108235104468,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,always_l_s,14,fold_1,eligible_sensitivity,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,sticky_l_s,14,fold_1,eligible_sensitivity,92,-0.9613487224468267,-0.9999877337321834,0.6417934516823723,-1.0216741841999832,-1.0723849378655992,-0.9951788678222147,-1.0048321624036212,0.5978260869565217,0.26739130434782604,0.12300000000000001,19.00968118364375,-19.971029906090575,-0.09904593529199547,-1.8828316524366426,0.921482929989816,3304.0826717654054,-1.9147839109269917,-0.07887637338809357,-0.5811493059142019,-0.40313211534669124,-0.41160202169514615,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,sticky_l_s,14,fold_1,eligible_sensitivity,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,long_only,14,fold_1,eligible_sensitivity,92,1.3200015894793817,17.642617394084464,0.7497958580355809,0.6783734940778907,1.4740631745259998,-0.9848821545243359,17.913429858626323,0.5434782608695652,0.34130434782608693,0.15700000000000003,19.00968118364375,-17.689679594164367,1.048917012369613,19.93957799324645,-18.619576403767066,-34983.868738081204,-0.9017065928446383,0.7149960634483298,1.0419870720615014,2.1161059534903566,-0.4013053083972674,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,long_only,14,fold_1,eligible_sensitivity,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,short_only,14,fold_1,eligible_sensitivity,92,-1.0000000017864183,,1.7905727932652231,-0.9211104154503101,-1.176314989561082,-1.000038431444857,,0.5652173913043478,0.55,0.25300000000000006,19.00968118364375,-20.009681185430168,-1.181886516416313,-22.467285872321444,21.467285870535026,,-1.299749121298221,-0.33735671188819477,-2.0254557191425464,-2.7334863650575394,-0.41646158531778843,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,short_only,14,fold_1,eligible_sensitivity,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,regime_switch,14,fold_1,eligible_sensitivity,92,1.3200015894793817,17.642617394084464,0.7497958580355809,0.6783734940778907,1.4740631745259998,-0.9848821545243359,17.913429858626323,0.5434782608695652,0.34130434782608693,0.15700000000000003,19.00968118364375,-17.689679594164367,1.048917012369613,19.93957799324645,-18.619576403767066,-34983.868738081204,-0.9017065928446383,0.7149960634483298,1.0419870720615014,2.1161059534903566,-0.4013053083972674,fold_1,Bullish,92,True,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,regime_switch,14,fold_1,eligible_sensitivity,0,,,,,,,,,,,,,,,,,,,,,,fold_1,Bearish,0,False,False,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,always_l_s,14,fold_2,eligible_base,40,0.9931619651420265,10.800287957164302,0.30550573586024615,1.635520823852455,2.826064531522542,-0.3230878281974848,33.42833438640936,0.7,0.4699999999999999,0.094,-0.8343004914643203,1.8274624566063467,-0.22709001001950685,0.18946130696591199,0.8037006581761145,10.573563199136098,3.087392610416301,-0.2491717373440221,-0.42477784354540127,-0.4525242964351709,0.565069747020339,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,always_l_s,14,fold_2,eligible_base,49,-0.27838764377975467,-0.8535053696653611,0.3645011622658805,-0.2931540878129406,-0.47910345475036076,-0.7930397228819204,-1.076245420044922,0.5510204081632653,0.44081632653061226,0.10800000000000001,8.219099218887807,-8.497486862667563,-0.7784184998744526,-6.397898884285932,6.119511240506178,371899.62024823454,-1.9236091781409441,-0.8203746537224245,-0.3821159610345644,-1.6129717956884544,-0.3626513084259597,fold_2,Bearish,49,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,sticky_l_s,14,fold_2,eligible_base,40,0.34979323211954383,1.9251786892517404,0.30395067284711585,0.7962271228758212,1.6867229276195381,-0.442221739753041,4.353423896181263,0.625,0.29000000000000004,0.05800000000000001,-0.8343004914643203,1.1840937235838642,-0.2008672985581121,0.16758368590614328,0.18220954621340055,1.7246344660274116,2.620788732824855,-0.221526787257074,-0.49100283812660006,-0.2794757544419443,0.44593583546478277,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,sticky_l_s,14,fold_2,eligible_base,49,-0.1257494036216673,-0.5466797554377019,0.3472140491898977,-0.032776263959442435,-0.06465522009301929,-0.7815774988642749,-0.6994568756548041,0.5714285714285714,0.2816326530612245,0.069,8.219099218887807,-8.344848622509474,-0.7626444238719319,-6.268250188534937,6.14250078491327,364363.6386386318,-1.821410490425833,-0.8437675368186218,-0.3113175600762882,-1.5573516183913896,-0.3511890844083142,fold_2,Bearish,49,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,always_l_s,14,fold_2,eligible_sensitivity,40,0.4376299500171601,2.66546747918621,0.2729352944890786,1.0056861868480609,2.0084517404011177,-0.4152104287896974,6.419558118893637,0.675,0.43000000000000005,0.08600000000000001,-0.8343004914643203,1.2719304414814805,-0.12678930360029395,0.10578037830614415,0.3318495717110159,2.538882103735868,2.888644825149126,-0.1557195126845565,-0.41213462618822516,-0.2863810252198778,0.4729471464281264,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,always_l_s,14,fold_2,eligible_sensitivity,49,-0.2901135323453532,-0.8669745802095992,0.4128913240659574,-0.2243557745712761,-0.26235414898365234,-0.8111838054272051,-1.0687769829835447,0.5714285714285714,0.4122448979591837,0.101,8.219099218887807,-8.50921275123316,-0.7798127380846369,-6.409358266470202,6.119244734124848,372565.72384969564,-1.8380174313495807,-0.7255253148397689,-0.38696481736131116,-1.6835034624912666,-0.3807953909712445,fold_2,Bearish,49,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,sticky_l_s,14,fold_2,eligible_sensitivity,40,0.21584983463065188,1.0125053352914644,0.27770121369858797,0.5968807147609272,1.6829563288997167,-0.48853028309434987,2.0725538832071115,0.65,0.28500000000000003,0.057,-0.8343004914643203,1.0501503260949723,-0.09149236830522853,0.07633212784228675,0.13951770678836511,0.9211601234803044,2.6914639506534894,-0.11044020677596787,-0.3774207320520222,-0.20010633882744924,0.3996272921234739,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,sticky_l_s,14,fold_2,eligible_sensitivity,49,0.175276282845245,1.5877409819318884,0.3119579527101232,0.43115985214925084,0.6701111112042867,-0.6634261923475703,2.393244343147772,0.5510204081632653,0.2816326530612245,0.069,8.219099218887807,-8.043822936042563,-0.6379907049770469,-5.243708904934528,5.418985187779773,304810.6916736707,-1.723188812773428,-0.7856268044174157,-0.2223922178716002,-1.5709430257187815,-0.23303777789160962,fold_2,Bearish,49,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,always_l_s,14,fold_2,eligible_base,40,-0.28249217225292733,-0.6951504644126161,0.23758864910788494,-0.7886316457197273,-1.0986343481138519,-0.38590841906359585,-1.8013353170666604,0.5,0.72,0.14400000000000002,-0.8343004914643203,0.551808319211393,-0.003071775302434411,0.0025627836444889903,-0.2850549558974163,-0.6982172990659838,2.146676658083794,-0.004333949788372727,-0.27551489697174714,0.07779292024255481,0.5022491561542279,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,always_l_s,14,fold_2,eligible_base,49,-0.7133918744030818,-0.9993617293530195,0.4722265235896088,-1.1226147273212739,-1.1564134140254998,-0.8724438418333922,-1.1454739909137492,0.4897959183673469,0.6326530612244897,0.15500000000000003,8.219099218887807,-8.932491093290889,-0.7538282966407139,-6.195789564095218,5.482397689692136,360151.15618797846,-2.331677731695852,-0.6132252963341986,-0.5618413029709332,-1.1727178884009961,-0.44205542737743153,fold_2,Bearish,49,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,sticky_l_s,14,fold_2,eligible_base,40,-0.16077957354292016,-0.4659331095690318,0.2229400793231299,-0.40088029599428626,-0.5624478801144113,-0.299783503806894,-1.5542319829217932,0.45,0.5650000000000001,0.11299999999999999,-0.8343004914643203,0.6735209179214001,0.0507746630901788,-0.04236132637007146,-0.11841824717284871,-0.41524011254069254,2.522464803538858,0.07634472207309075,-0.18932327842673913,0.024866501617393663,0.5883740714109298,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,sticky_l_s,14,fold_2,eligible_base,49,-0.6722832511276287,-0.9985949441310843,0.4219911541506188,-1.1695538025926013,-1.4369187432843664,-0.8669381617427553,-1.151864098500021,0.46938775510204084,0.4653061224489796,0.114,8.219099218887807,-8.891382470015436,-0.8175854462390932,-6.71981590255777,6.047532651430142,390612.03904407803,-2.334842532703294,-0.7442653617679287,-0.5868179440674969,-1.4181910674755758,-0.43654974728679463,fold_2,Bearish,49,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,always_l_s,14,fold_2,eligible_sensitivity,40,-0.14949071878091202,-0.43977648736624153,0.2712048183184098,-0.2548958497545246,-0.4177837192677364,-0.5038988017307673,-0.8727476347546739,0.475,0.635,0.127,-0.8343004914643203,0.6848097726834083,0.005939642313870016,-0.0049554465015840266,-0.144535272279328,-0.43384639838403316,2.3312084156829775,0.007341469701272793,-0.08242266489445325,0.03276504602714363,0.3842587734870565,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,always_l_s,14,fold_2,eligible_sensitivity,49,-0.5994651085889369,-0.9954216887748918,0.420365653465227,-0.9198492517572823,-1.0229528473005132,-0.8324607169093364,-1.1957581523733372,0.5714285714285714,0.5673469387755102,0.139,8.219099218887807,-8.818564327476745,-0.7262657042195243,-5.969249882255696,5.369784773666758,346982.7408510219,-2.2512473942423816,-0.6636915904100162,-0.471495353554012,-1.1712297894375723,-0.4020723024533758,fold_2,Bearish,49,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,sticky_l_s,14,fold_2,eligible_sensitivity,40,0.03435361283404981,0.12847550757390436,0.280802721628609,0.2165880725661528,0.33896531827953574,-0.5210712876076945,0.246560327980749,0.55,0.5050000000000001,0.101,-0.8343004914643203,0.8686541042983701,0.11282796844140898,-0.09413242952158833,0.12848604235563815,0.24112200330260225,2.773670896756983,0.1346900688633062,-0.03356720119765047,-0.051247680822495985,0.3670862876101293,fold_2,Bullish,40,True,False,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
