weight_fundamentals,weight_momentum,weight_flows,weight_factor_improvement,mean_ic,spread,total_return,max_drawdown,sharpe,turnover,pre_z_mean_ic,pre_score,objective
0.55,0.45,0.0,0.0,0.16529579793797738,0.08613161765543847,0.13908734232882547,-0.34829270186868677,0.6435623571232516,1.2444444444444445,1.5633164188815143,1.5633164188815143,2.5467954693073445
0.35000000000000003,0.45,0.2,0.0,0.1662536231264985,0.07023434016247859,0.03547166497882781,-0.36469846394824146,0.3548867864395884,1.3333333333333335,1.5916759364834938,1.5916759364834938,1.5882342879376972
0.2,0.6000000000000001,0.1,0.1,0.16335840625336198,0.12264313162260293,-0.04144786021540803,-0.4321939131079655,0.169109914830435,1.5000000000000002,1.5059536618354061,1.5059536618354061,1.367699520161893
0.5,0.45,0.05,0.0,0.16444337546061408,0.06894610617352641,0.012744988039775196,-0.4109216393340416,0.30407726011855835,1.2555555555555558,1.5380776899977677,1.5380776899977677,1.2992897423929732
0.45,0.45,0.1,0.0,0.16628033587334892,0.09368523116330425,-0.03231450131527558,-0.43520205320392813,0.1966580261676323,1.277777777777778,1.592466853890533,1.592466853890533,1.2562873672671577
0.30000000000000004,0.6000000000000001,0.0,0.1,0.1664866596885838,0.11938474623239292,-0.06924758307600487,-0.4321939131079655,0.0989260680317352,1.488888888888889,1.5985757388311095,1.5985757388311095,1.2051489230608126
0.25,0.6000000000000001,0.05,0.1,0.1641168406098732,0.1211308546895575,-0.07090719917244959,-0.4321939131079656,0.08506048442403978,1.4666666666666668,1.528409567924737,1.528409567924737,1.2041519641271548
0.30000000000000004,0.6000000000000001,0.1,0.0,0.1735393291193058,0.0761353436691016,-0.032614040298131974,-0.40821289510582837,0.1768420656896419,1.3444444444444446,1.8073928646057207,1.8073928646057207,1.1484500105379207
0.4,0.45,0.15000000000000002,0.0,0.16634524807379203,0.08616663933639908,-0.044692270466347384,-0.435202053203928,0.16254390096604665,1.3000000000000003,1.5943887898691553,1.5943887898691553,1.068593942230862
0.30000000000000004,0.55,0.05,0.1,0.1643539532149657,0.11994147754131765,-0.0978523048692681,-0.4321939131079655,0.02007886056356342,1.5222222222222226,1.535430054730012,1.535430054730012,0.9905557026846267
0.35000000000000003,0.55,0.05,0.05,0.16777974874415671,0.10280119454180357,-0.07944628640997575,-0.4392776471935165,0.06708249666388119,1.4333333333333338,1.636861829311845,1.636861829311845,0.9599810022812316
