model,variant,horizon,period,eligible_universe,n_rebalances,total_return,annualized_return,annualized_vol,sharpe,sortino,max_drawdown,calmar,hit_rate,avg_turnover,total_cost,btc_total_return,excess_return,beta,alpha,information_ratio,correlation,up_capture,down_capture,drawdown_vs_btc
equal_family,sticky_l_s,14,Train,eligible_sensitivity,25,-0.4104272345988378,-0.42362743195583985,0.3306373641757324,-1.4786653453289993,-1.6995795589367695,-0.4483408804702349,-0.9448779944213993,0.44,1.368,0.17100000000000004,0.4383175182240755,-0.8487447528229133,-0.2616911936285849,-0.3030144138116996,-1.5070785256329513,-0.3377857070345718,-0.5179118571262675,-0.16532703698480364,-0.2491571418740567
equal_family,always_l_s,30,Train,eligible_sensitivity,12,-0.18088359550030964,-0.1831504189117451,0.2261679766873374,-0.7783127952769419,-0.9648436335123766,-0.21650883645931873,-0.8459258379791739,0.5,1.7333333333333336,0.10400000000000001,0.5873405303467063,-0.7682241258470159,-0.12215297249249434,-0.11015668319080285,-1.3637698350629253,-0.22084551983192155,-0.06457611158057616,0.34607168302917796,-0.04181990982983552
equal_family,sticky_l_s,30,Train,eligible_sensitivity,12,-0.16421562428231062,-0.16629535000785456,0.23266530515035158,-0.6646441001048436,-0.8582284155615966,-0.19507396784620068,-0.8524733045824155,0.4166666666666667,1.6333333333333337,0.09800000000000003,0.5873405303467063,-0.7515561546290169,-0.1312789458597465,-0.08784829723229463,-1.3104117179408037,-0.23071674759991723,-0.0684208992480312,0.2729189915781816,-0.02038504121671747
heuristic,always_l_s,7,Train,eligible_base,51,-0.154433004547883,-0.15760557161099076,0.3107126778973576,-0.39627042454336786,-0.6020753031486729,-0.3357488495505948,-0.46941507564939783,0.5294117647058824,1.1803921568627453,0.30100000000000005,0.5912546450163658,-0.7456876495642488,-0.14746646202357855,-0.06795993055310107,-1.1728848060994626,-0.20758506839512048,-0.1616816860907581,-0.1321243509672287,-0.0959194482751915
heuristic,sticky_l_s,7,Train,eligible_base,51,-0.3054216046358905,-0.31107109225559004,0.3834368675673839,-0.7692529480984391,-0.9338229123072443,-0.4635572267566277,-0.6710521901083544,0.5098039215686274,1.015686274509804,0.259,0.5912546450163658,-0.8966762496522563,-0.14286647228056937,-0.22422180925575047,-1.3706135336750167,-0.1629664771685393,-0.23582417034976627,-0.08033496312230619,-0.22372782548122438
heuristic,always_l_s,14,Train,eligible_base,25,-0.1431385097195499,-0.14879264817179283,0.4363984774362015,-0.13994820487639015,-0.15429229338083716,-0.4265189133559032,-0.3488535760374001,0.56,1.5280000000000005,0.19100000000000006,0.4383175182240755,-0.5814560279436254,-0.26949569027660936,-0.024582551032514235,-0.7608184562667738,-0.2635558671749817,-0.4158685791716834,-0.6105836799321342,-0.22733517475972498
heuristic,sticky_l_s,14,Train,eligible_base,25,-0.18833440591340878,-0.19556066199461808,0.4417173170191963,-0.2563553348507816,-0.26454852613013363,-0.47018377755847196,-0.41592388195549385,0.64,1.4,0.17500000000000004,0.4383175182240755,-0.6266519241374843,-0.27682333685949484,-0.06797326522977473,-0.8290364198052924,-0.26746217058099186,-0.44859180404986226,-0.5903661703295494,-0.27100003896229374
heuristic,always_l_s,30,Train,eligible_base,12,0.1769149300502546,0.17958065806879353,0.3529299906824305,0.6272405077381703,2.5948233323339576,-0.17025210905291266,1.054792560678245,0.5833333333333334,1.666666666666667,0.10000000000000003,0.5873405303467063,-0.4104256002964517,0.16492870243507607,0.0810258552449524,-0.6682174591768946,0.19108356892208467,0.17776789676970955,-0.17836280627737147,0.004436817576570551
heuristic,sticky_l_s,30,Train,eligible_base,12,0.12005750291359885,0.12182267221735943,0.3292699445312188,0.49810340769482087,1.8667520081120321,-0.17025210905291277,0.7155428082215303,0.5833333333333334,1.55,0.09300000000000003,0.5873405303467063,-0.46728302743310746,0.09917738965305654,0.0625582268083626,-0.7686265081543118,0.12316186298650744,0.10765894505265446,-0.196110184550245,0.00443681757657044
heuristic,always_l_s,7,Train,eligible_sensitivity,51,-0.28663224307289614,-0.2920112071385721,0.35673683552773366,-0.7856581397837201,-1.0739326875867257,-0.39434720986542393,-0.7404926415942557,0.47058823529411764,1.0745098039215686,0.274,0.5912546450163658,-0.877886888089262,-0.16537822420315293,-0.19147691125686442,-1.3662357321362237,-0.20276462709195325,-0.23695232875151273,-0.09639934351807086,-0.15451780859002062
