model,variant,horizon,period,eligible_universe,n_rebalances,total_return,annualized_return,annualized_vol,sharpe,sortino,max_drawdown,calmar,hit_rate,avg_turnover,total_cost,btc_total_return,excess_return,beta,alpha,information_ratio,correlation,up_capture,down_capture,drawdown_vs_btc,train_start,train_end,validation_start,validation_end,purge_days,weight_fundamentals,weight_momentum,weight_flows,weight_factor_improvement
current_no_team,always_l_s,14,fold_2,eligible_sensitivity,7,-0.17783321997484292,-0.5177534734462274,0.504593571555943,-1.1917612813832996,-1.7684770825350358,-0.25701754784642117,-2.0144674080993368,0.5714285714285714,1.0,0.035,0.06568445492499086,-0.24351767489983378,-0.9843765396965477,-0.25456321497996587,-1.0646436422737118,-0.7120767375264578,-0.8880353445605516,-0.35512418264378653,-0.11419192870197692,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,sticky_l_s,14,fold_2,eligible_sensitivity,7,0.020344969478241826,0.07789936294318767,0.32568145565307804,0.37108888707353016,1.394932468978332,-0.13620491753281283,0.5719276833336145,0.5714285714285714,0.8285714285714284,0.029,0.06568445492499086,-0.04533948544674904,-0.6976977941764012,0.2644410524040458,-0.2743858584480434,-0.7819546675132737,-0.3579425090255702,-0.7462034234974274,0.006620701611631419,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,always_l_s,14,fold_2,eligible_base,7,0.027899864144839803,0.10792577221125121,0.2001105738003992,0.6005503509785624,0.755986427035621,-0.06807720167939946,1.5853438383015992,0.7142857142857143,1.4571428571428573,0.051000000000000004,0.06568445492499086,-0.03778459078015106,-0.034824509770518965,0.11723671305334926,-0.40576941383962767,-0.06352171736488553,0.026115580171931597,-0.1597133655908876,0.07474841746504479,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,sticky_l_s,14,fold_2,eligible_base,7,0.018404795942818852,0.07028535411458536,0.2219257820884113,0.40447713778230854,0.42875678113324595,-0.08203430266626521,0.856780052126763,0.7142857142857143,1.342857142857143,0.047,0.06568445492499086,-0.04727965898217201,-0.08437556012093549,0.09284463359854205,-0.4458491189775783,-0.13877657556707756,-0.06741721753411473,-0.25177997771429933,0.060791316478179036,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,always_l_s,14,fold_2,eligible_sensitivity,7,-0.0856880589210729,-0.28369751281827393,0.31433430999726214,-0.9145738664732325,-1.6914357768088175,-0.11683759866169496,-2.4281354295865354,0.7142857142857143,1.4571428571428575,0.051000000000000004,0.06568445492499086,-0.15137251384606376,-0.2960090502110386,-0.20455432391475536,-0.9887429064796586,-0.34373239088771207,-0.14811112288086511,0.2515353521367083,0.025988020482749286,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
equal_family,sticky_l_s,14,fold_2,eligible_sensitivity,7,-0.13069152329205314,-0.4064547070617478,0.2955918956704271,-1.6180383971836751,-4.757623201235147,-0.1490099451553487,-2.727701876797571,0.5714285714285714,1.4000000000000001,0.049,0.06568445492499086,-0.196375978217044,-0.429058124027211,-0.2917385247819651,-1.2521186961787092,-0.5298230686942966,-0.3519336450599097,0.25764192562257165,-0.006184326010904462,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,always_l_s,14,fold_2,eligible_base,7,-0.1441399552228514,-0.4399397627587147,0.4552571302317294,-1.0455143780200173,-1.4249672535070876,-0.26581983632860295,-1.6550298459098705,0.7142857142857143,1.4000000000000004,0.049,0.06568445492499086,-0.20982441014784226,-1.0163411028540978,-0.16820322012177386,-0.9431806103054716,-0.814873116262862,-0.9530559998754453,-0.6623767525305142,-0.1229942171841587,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,sticky_l_s,14,fold_2,eligible_base,7,-0.01254872948655883,-0.04594441149467665,0.3309944936474711,0.007041364287242315,0.009064370743823186,-0.16992758854114154,-0.2703764108531026,0.7142857142857143,1.2571428571428576,0.044,0.06568445492499086,-0.0782331844115497,-0.6985375493126319,0.14082180116684725,-0.4396570403228611,-0.770328993522714,-0.4859087071557197,-0.7444652094402343,-0.02710196939669729,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,always_l_s,14,fold_2,eligible_sensitivity,7,-0.28680535355752446,-0.7160283588378498,0.567061995675362,-1.8857829331424676,-1.7852819738018397,-0.291814458676525,-2.4537110398342667,0.5714285714285714,1.285714285714286,0.04500000000000001,0.06568445492499086,-0.3524898084825153,-0.9500448736104481,-0.4620172708479219,-1.5502453433113788,-0.6115343180299887,-1.0307718236401235,0.2043007463042889,-0.14898883953208075,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,sticky_l_s,14,fold_2,eligible_sensitivity,7,-0.076910943697307,-0.25775009429249185,0.37975899289617066,-0.6026583378137348,-0.4778945759375674,-0.1948250436559208,-1.3229823510149064,0.7142857142857143,1.142857142857143,0.04000000000000001,0.06568445492499086,-0.14259539862229786,-0.7782417193169489,-0.04967357987312465,-0.7228956903300949,-0.7480208412083524,-0.6384718483823997,-0.59316217295675,-0.051999424511476544,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,always_l_s,14,fold_2,eligible_base,7,-0.0760317489509802,-0.2551136302773588,0.5372351670694964,-0.29734535220172276,-0.5838543790513371,-0.2829326081540139,-0.9016763106304386,0.7142857142857143,1.1142857142857145,0.03900000000000001,0.06568445492499086,-0.14171620387597106,-1.117584277166404,0.04369204306378882,-0.5258878588902673,-0.7593169708532951,-0.9161220902165264,-1.1310958237765916,-0.14010698900956964,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
