model,variant,horizon,period,eligible_universe,n_rebalances,total_return,annualized_return,annualized_vol,sharpe,sortino,max_drawdown,calmar,hit_rate,avg_turnover,total_cost,btc_total_return,excess_return,beta,alpha,information_ratio,correlation,up_capture,down_capture,drawdown_vs_btc,train_start,train_end,validation_start,validation_end,purge_days,weight_fundamentals,weight_momentum,weight_flows,weight_factor_improvement
heuristic,always_l_s,14,fold_1,eligible_sensitivity,7,-0.1779422261537269,-0.5179915675542514,0.529017838636209,-1.1245757934455778,-2.9825874808958353,-0.20433116771313642,-2.535059009115376,0.5714285714285714,1.2857142857142858,0.045000000000000005,0.3901996605680973,-0.5681418867218242,-0.3818360247913456,0.40263839230721465,-2.0133994327123084,-0.4096961481467525,-0.40457951020538974,-0.37019858570711134,-0.1250723642264443,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
heuristic,sticky_l_s,14,fold_1,eligible_sensitivity,7,-0.10829547566330211,-0.3474729625620192,0.4609639827722574,-0.7123583390200039,-0.8643798610287873,-0.13910714620561349,-2.4978800301777553,0.5714285714285714,1.1714285714285715,0.041,0.3901996605680973,-0.4984951362313994,-0.46582666563011127,0.7756635584506255,-1.751261407696707,-0.5736046321927522,-0.3861272855460955,-0.7907603802682671,-0.059848342718921366,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,always_l_s,14,fold_1,eligible_base,7,-0.17148408429954698,-0.5037364587249591,0.5802053093482914,-0.924191572099482,-1.534860938667599,-0.2824855843315224,-1.7832289032270716,0.5714285714285714,1.0,0.035,0.3901996605680973,-0.5616837448676443,-0.44244642178491467,0.5630288674416344,-1.862371027781933,-0.4328468747527243,-0.5949165664501297,-1.1630012738209126,-0.20322678084483026,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,sticky_l_s,14,fold_1,eligible_base,7,-0.10638461995376458,-0.342249725676284,0.5591091706232798,-0.48420751666954,-0.5983217301356436,-0.23366752474674046,-1.464686742615303,0.5714285714285714,0.7714285714285714,0.027000000000000003,0.3901996605680973,-0.4965842805218619,-0.4580642782034832,0.7621712054993075,-1.619131920161087,-0.46503442863601135,-0.4795914987156668,-1.2327253325743022,-0.15440872126004834,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,long_only,14,fold_1,eligible_base,7,0.06706506554278979,0.273493481322276,0.5922102640134479,0.6742293436702586,0.9401279112345929,-0.19622484387425654,1.3937760169529514,0.7142857142857143,0.942857142857143,0.033,0.3901996605680973,-0.3231345950253075,0.8617091036258478,-1.8041397590636499,-2.724599687365251,0.825923928474648,0.6864148704905882,1.7427568952583796,-0.11696604038756442,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,short_only,14,fold_1,eligible_base,7,-0.5254147336327386,-0.9377075041595386,1.5334504661472268,-0.9597488044673523,-3.551187999478741,-0.617017738089233,-1.519741567014606,0.5714285714285714,1.0571428571428572,0.037000000000000005,0.3901996605680973,-0.9156143942008359,-1.7466019471956773,3.273456388559574,-1.4295439863462953,-0.6465163103445833,-1.8762480033908475,-4.0687594429002045,-0.5377589346025409,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,regime_switch,14,fold_1,eligible_base,7,0.06706506554278979,0.273493481322276,0.5922102640134479,0.6742293436702586,0.9401279112345929,-0.19622484387425654,1.3937760169529514,0.7142857142857143,0.942857142857143,0.033,0.3901996605680973,-0.3231345950253075,0.8617091036258478,-1.8041397590636499,-2.724599687365251,0.825923928474648,0.6864148704905882,1.7427568952583796,-0.11696604038756442,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,always_l_s,14,fold_1,eligible_sensitivity,7,-0.12233442110060488,-0.3849227201247255,0.39021491537632186,-1.0611349071858767,-2.2022097881114377,-0.16717276738945674,-2.3025444044243404,0.5714285714285714,0.9714285714285714,0.034,0.3901996605680973,-0.5125340816687022,-0.4228580139108027,0.6346137591441762,-1.928158262591519,-0.6151003833101314,-0.460932050711629,-0.9036055383721376,-0.08791396390276462,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,sticky_l_s,14,fold_1,eligible_sensitivity,7,-0.10781241037189782,-0.34615540182946913,0.3990278579729547,-0.8795890838003372,-1.8666688031001786,-0.16717276738945674,-2.0706446823545286,0.5714285714285714,0.942857142857143,0.033,0.3901996605680973,-0.4980120709399951,-0.44586519876134334,0.7288528042809556,-1.8376142840602565,-0.6342429615125252,-0.4628214456064676,-1.0256851531993583,-0.08791396390276462,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,long_only,14,fold_1,eligible_sensitivity,7,0.03575844873860956,0.13980371986180162,0.6270969214694361,0.4931976953277946,0.6641292710764681,-0.2389053680394978,0.585184506355203,0.7142857142857143,0.8285714285714285,0.029000000000000005,0.3901996605680973,-0.35444121182948773,0.8911372575283741,-2.0087825956324368,-2.7707006184320835,0.8066130244728721,0.6908647662561277,1.923232027986509,-0.15964656455280568,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,short_only,14,fold_1,eligible_sensitivity,7,-0.40831645573484276,-0.8583718328906363,1.2635465729268653,-0.9001837500947513,-3.2603321621945294,-0.45557323251827064,-1.8841577415464408,0.5714285714285714,1.1142857142857143,0.039,0.3901996605680973,-0.7985161163029401,-1.7368532853499796,3.329287441141405,-1.4013562893054217,-0.7802381436744742,-1.6127288676793858,-3.730443104730784,-0.3763144290315785,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
learned_global,regime_switch,14,fold_1,eligible_sensitivity,7,0.03575844873860956,0.13980371986180162,0.6270969214694361,0.4931976953277946,0.6641292710764681,-0.2389053680394978,0.585184506355203,0.7142857142857143,0.8285714285714285,0.029000000000000005,0.3901996605680973,-0.35444121182948773,0.8911372575283741,-2.0087825956324368,-2.7707006184320835,0.8066130244728721,0.6908647662561277,1.923232027986509,-0.15964656455280568,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,always_l_s,14,fold_2,eligible_base,7,-0.06724504234836659,-0.228386871737156,0.4483863496298648,-0.3770769317287157,-0.7224337941218992,-0.21292837882245286,-1.0725994956623088,0.5714285714285714,1.0285714285714287,0.036000000000000004,0.06568445492499086,-0.13292949727335746,-0.8754235165169076,0.005672893289908165,-0.5992135315422695,-0.7126447383944722,-0.5989914800447218,-0.6322498169620331,-0.07010275967800861,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
current_no_team,sticky_l_s,14,fold_2,eligible_base,7,-0.047011629246039854,-0.16418149276450367,0.41247319528637316,-0.25238568390283606,-0.6377128523406924,-0.1959649192260532,-0.8378106316830815,0.5714285714285714,0.8857142857142859,0.031,0.06568445492499086,-0.11269608417103072,-0.8483578315581034,0.06264178872947057,-0.5352334611520759,-0.7507418032693689,-0.6231772246467401,-0.7769821440390055,-0.05313930008160894,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15,0.35000000000000003,0.6000000000000001,0.05,0.0
