model,variant,horizon,period,eligible_universe,n_rebalances,total_return,annualized_return,annualized_vol,sharpe,sortino,max_drawdown,calmar,hit_rate,avg_turnover,total_cost,btc_total_return,excess_return,beta,alpha,information_ratio,correlation,up_capture,down_capture,drawdown_vs_btc,scheme,weight_fundamentals,weight_momentum,weight_flows,weight_factor_improvement,train_start,train_end,validation_start,validation_end,purge_days,fold_retrained_rolling_folds,fold_retrained_rolling_positive_folds,fold_retrained_rolling_avg_total_return,fold_retrained_rolling_min_total_return,fold_retrained_rolling_avg_sharpe,validation_total_return_gt_0,validation_sharpe_gt_0,fold_retrained_rolling_positive_folds_ge_3,fold_retrained_rolling_avg_return_gt_0,would_clear_strict_gate_no_leakage
shrunk_to_momentum_anchor,sticky_l_s,14,Validation,eligible_sensitivity,13,-0.0883460397389425,-0.1693093319422141,0.4382739551687233,-0.1982586911631457,-0.20016238724164764,-0.2853421458301034,-0.5933555011639365,0.6153846153846154,0.7846153846153847,0.051000000000000004,0.1312957529760912,-0.2196417927150337,-0.5052309220115503,-0.027492087189035758,-0.6299843169593927,-0.30949030441707065,-0.6941427847344374,-0.9907140442488739,-0.15607714157589814,shrunk_to_momentum_anchor,0.28750000000000003,0.525,0.15000000000000002,0.037500000000000006,,,,,,4,1,-0.02880547576512754,-0.13238549668455146,0.17845346089500994,False,False,False,False,False
shrunk_to_momentum_anchor,sticky_l_s,14,fold_1,eligible_sensitivity,7,-0.13238549668455146,-0.4107510628334825,0.6918505699149041,-0.40189619565269796,-0.28010361281444096,-0.3251471135305879,-1.263277592636053,0.7142857142857143,0.942857142857143,0.033,0.3901996605680973,-0.5225851572526488,-0.055056035725837525,-0.2780076005367892,-1.7383903482725125,-0.04516977546163309,-0.47372917407394033,-1.1982226916030339,-0.24588831004389577,shrunk_to_momentum_anchor,0.2,0.5625,0.2,0.037500000000000006,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15.0,4,1,-0.02880547576512754,-0.13238549668455146,0.17845346089500994,False,False,False,False,False
shrunk_to_momentum_anchor,sticky_l_s,14,fold_2,eligible_sensitivity,7,-0.020481638259537194,-0.07418022741249453,0.45820419648534716,0.03597406735518569,0.10185899546827058,-0.22869814743820271,-0.32435867208998276,0.7142857142857143,1.1142857142857143,0.039,0.06568445492499086,-0.08616609318452806,-1.1769870352020042,0.24050781066462895,-0.34387332994048947,-0.9376049111322109,-0.7562083695694275,-1.1799379262561964,-0.08587252829375847,shrunk_to_momentum_anchor,0.21250000000000002,0.5625,0.16250000000000003,0.0625,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15.0,4,1,-0.02880547576512754,-0.13238549668455146,0.17845346089500994,False,False,False,False,False
shrunk_to_momentum_anchor,sticky_l_s,14,fold_3,eligible_sensitivity,7,0.11200448830613641,0.4849893477909628,0.2334552573936511,1.806114161848759,85.939739432369,-0.08665185657215702,5.5969873811890105,0.7142857142857143,0.6857142857142857,0.024000000000000004,0.2042335030221758,-0.09222901471603939,-0.34458075132728977,0.8288979245760755,-0.8565903579343228,-0.2564506244932641,0.4054069025287232,-3.979995320817404,-0.07866328783422027,shrunk_to_momentum_anchor,0.23750000000000002,0.5625,0.16250000000000003,0.037500000000000006,2024-05-01,2025-04-16,2025-05-01,2025-07-31,15.0,4,1,-0.02880547576512754,-0.13238549668455146,0.17845346089500994,False,False,False,False,False
shrunk_to_momentum_anchor,sticky_l_s,14,fold_4,eligible_sensitivity,7,-0.07435925642255792,-0.2500793818605217,0.33211565903865786,-0.7263781899712071,-2.7839758296611334,-0.07097582650827328,-3.5234444481089806,0.2857142857142857,0.8571428571428571,0.030000000000000002,-0.09092618285710707,0.016566926434549156,0.011295929594065012,-0.24670344770955843,0.16344599799780246,0.008702227123403402,-0.04819967902446393,0.278405322613817,0.05739046483818855,shrunk_to_momentum_anchor,0.2,0.5625,0.2,0.037500000000000006,2024-05-01,2025-07-17,2025-08-01,2025-10-31,15.0,4,1,-0.02880547576512754,-0.13238549668455146,0.17845346089500994,False,False,False,False,False
shrunk_to_momentum_anchor,sticky_l_s,14,Test,eligible_sensitivity,13,0.2676044879240014,0.6089160391161357,0.13196883726857417,3.6966139214319287,9.643102546570686,-0.030522550625400213,19.949710186061868,0.8461538461538461,0.8615384615384615,0.05600000000000001,-0.28923388204233946,0.5568383699663408,-0.21079522620070237,0.5044125529859376,2.306045019803143,-0.5676698762145321,0.05434680267677939,-0.45011182347628914,0.2696027179892104,shrunk_to_momentum_anchor,0.28750000000000003,0.525,0.15000000000000002,0.037500000000000006,,,,,,4,1,-0.02880547576512754,-0.13238549668455146,0.17845346089500994,False,False,False,False,False
train_subfold_argmax,sticky_l_s,14,Validation,eligible_sensitivity,13,-0.09859593222866747,-0.18793399143528844,0.4195014163986709,-0.2882934321691003,-0.3843806471049302,-0.2926523301534155,-0.6421749361666412,0.6153846153846154,0.8,0.052000000000000005,0.1312957529760912,-0.22989168520475867,-0.5633350515291801,-0.02980704116336577,-0.6939754729435742,-0.3605256189455324,-0.7570068525930691,-1.0120666728863552,-0.16338732589921023,train_subfold_argmax,0.3409090909090909,0.5227272727272727,0.11363636363636363,0.022727272727272728,,,,,,4,1,-0.062002739249502725,-0.14013886473476955,-0.23543632095855282,False,False,False,False,False
train_subfold_argmax,sticky_l_s,14,fold_1,eligible_sensitivity,7,-0.05243705235710705,-0.18176698983173523,0.5981167865834728,-0.03820367497334126,-0.024733371593481174,-0.25631130629845056,-0.7091649309456702,0.7142857142857143,1.0285714285714287,0.036000000000000004,0.3901996605680973,-0.44263671292520435,-0.02042339198582353,-0.13252494528023365,-1.6059462901102972,-0.019381937067217393,-0.3345451994359482,-1.1632036646584887,-0.17705250281175844,train_subfold_argmax,0.35714285714285715,0.28571428571428575,0.3095238095238096,0.047619047619047616,2024-05-01,2024-10-17,2024-11-01,2025-01-31,15.0,4,1,-0.062002739249502725,-0.14013886473476955,-0.23543632095855282,False,False,False,False,False
train_subfold_argmax,sticky_l_s,14,fold_2,eligible_sensitivity,7,-0.14013886473476955,-0.4301258648423669,0.6541244446568336,-0.5400641193689343,-0.554610729377582,-0.33212110835334485,-1.2950874064431774,0.5714285714285714,0.8571428571428571,0.030000000000000002,0.06568445492499086,-0.20582331965976042,-1.5327712340756547,-0.020312707988404455,-0.6420262431840599,-0.8553113183949446,-1.0919992182870986,-1.0778679012393815,-0.1892954892089006,train_subfold_argmax,0.4347826086956521,0.2608695652173913,0.30434782608695654,0.0,2024-05-01,2025-01-17,2025-02-01,2025-04-30,15.0,4,1,-0.062002739249502725,-0.14013886473476955,-0.23543632095855282,False,False,False,False,False
train_subfold_argmax,sticky_l_s,14,fold_3,eligible_sensitivity,7,0.032653339378021506,0.12712892026624156,0.2962241476902381,0.5359774361082209,0.7680866170875769,-0.14091633253289582,0.9021588766977334,0.7142857142857143,0.7999999999999999,0.027999999999999997,0.2042335030221758,-0.1715801636441543,-0.2542083055450917,0.38084134102746414,-1.4604019470791463,-0.14910276021122643,0.07312646726514042,-3.4978822766177733,-0.13292776379495908,train_subfold_argmax,0.2222222222222222,0.3611111111111111,0.41666666666666663,0.0,2024-05-01,2025-04-16,2025-05-01,2025-07-31,15.0,4,1,-0.062002739249502725,-0.14013886473476955,-0.23543632095855282,False,False,False,False,False
